FID,GEONAME,GENERIC,X,Y
4832,Lubicon River,River,-115.467222,56.5208333
4833,Lucas Islands,Islands,-110.711111099999,58.8266666
4834,Lucerne Peak,Peak,-118.583611099999,52.8847221999999
4835,Lucia Lake,Lake,-110.491666699999,52.9111110999999
4836,Lucky Lake,Lake,-112.614166699999,54.3516667
4837,Lucky Lake,Lake,-115,54.2833333
4838,Luellen Lake,Lake,-115.9163889,51.3397221999999
4839,Lumba Lake,Lake,-111.704999999999,54.4786111
4840,Lumni Hill,Hill,-113.0255556,51.7094444999999
4841,Lumpy Butte,Butte,-113.1188889,49.2319444
4842,Lund Creek,Creek,-116.6013889,52.9541666
4843,Lundbreck,Hamlet,-114.161944399999,49.5855554999999
4844,Lundbreck Falls,Falls,-114.208611099999,49.5822221999999
4845,Lundine Creek,Creek,-115.640833299999,52.3924999999999
4846,Lunette Peak,Peak,-115.648611099999,50.8647222
4847,Lungul Lake,Lake,-112.520555599999,54.1958333999999
4848,Lunnford,Locality,-114.3255556,54.0633332999999
4849,Lure,Locality,-111.506666699999,52.1613888999999
4850,Luscar,Locality,-117.4,53.0666666999999
4851,Luscar Creek,Creek,-117.446388999999,53.096389
4852,Luscar Mountain,Mountain,-117.4333333,53.0333333
4853,Lusk Creek,Creek,-115.03,51.0444444999999
4854,Lutose,Locality,-117.2583333,59.4252778
4855,Lutose Creek,Creek,-117.2702778,59.3938889
4856,Luzan,Locality,-112.257499999999,53.8025
4857,Lyall Creek,Creek,-114.6286111,50.1061111
4858,Lyalta,Locality,-113.6030556,51.1136111
4859,Lyautey Glacier,Glacier,-115.228611099999,50.6102777999999
4860,Lychnis Mountain,Mountain,-115.969443999999,51.4819439999999
4861,Lyell Icefield,Icefield,-117.0513889,51.9338888999999
4862,Lyle Lake,Lake,-112.5016667,55.2255554999999
4863,Lylich Lake,Lake,-114.583055599999,55.7319444
4864,Lymburn,Locality,-119.78,55.3472221999999
4865,Lynch Creek,Creek,-115.9686111,52.2766665999999
4866,Lynch Lakes,Lakes,-113.9552778,49.3988889
4867,Lyndon,Locality,-113.878055599999,50.0327777999999
4868,Lyndon Creek,Creek,-113.8461111,49.9761110999999
4869,Lynn Lake,Lake,-112.7686111,52.5222222
4870,Lynnwood,Urban Community,-113.58333,53.5166669999999
4871,Lynton,Railway Point,-111.0827778,56.6163888999999
4872,Lynx Creek,Creek,-117.5455556,52.3044444
4873,Lynx Creek,Creek,-119.5397222,54.2319444999999
4874,Lynx Creek,Creek,-114.4,49.45
4875,Lynx Creek,Creek,-115.7475,52.1186111
4876,Lynx Lake,Lake,-112.0688889,59.3241665999999
4877,Lynx Lake,Lake,-111.899444399999,54.935
4878,Lynx Mountain,Mountain,-119.048055599999,53.1263889
4879,Lyons Creek,Creek,-114.431111099999,49.6091667
4880,Lys Lake,Lake,-114.297222199999,49.2436111
4881,Lys Ridge,Ridge,-114.3119444,49.2833333999999
4882,Ma Butte,Butte,-114.525,49.7302778
4883,Ma-Me-O Beach,Summer Village,-113.9647221,52.9724999
4884,Mabel Creek,Creek,-115.6869444,55.1338889
4885,Mac Creek,Creek,-114.7527778,50.8077777999999
4886,Mac Lake,Lake,-112.876388899999,53.2974999999999
4887,MacArthur Siding,Railway Point,-113.554169999999,53.708333
4888,MacBeth Lake,Lake,-110.0719444,54.0569445
4889,MacDonald Creek,Creek,-114.330833299999,54
4890,MacEwan,Urban Community,-114.13194,51.156944
4891,MacIntosh Lake,Lake,-115.0352778,54.3047223
4892,MacKay,Locality,-115.5863889,53.6427777999999
4893,MacKay River,River,-111.6330556,57.1655555999999
4894,MacKenzie Creek,Creek,-117.166666699999,53.0833333
4895,MacKenzie Lake,Urban Community,-113.980559999999,50.9083329999999
4896,MacMillan Creek,Creek,-113.9541667,50.4147222
4897,Macabee Creek,Creek,-114.379166699999,50.6397222
4898,Macabee Gap,Gap,-114.439999999999,50.6811111
4899,Maccagno Island,Island,-111.902777799999,54.8269444
4900,Maccarib Creek,Creek,-118.2961111,52.7344444
4901,Maccarib Pass,Pass,-118.1913889,52.7199999999999
4902,Macdonald Creek,Creek,-114.5227778,49.4016665999999
4903,Macdonald Creek,Creek,-111.378333299999,49.1202777999999
4904,Macdonald Lake,Lake,-111.282499999999,53.4908332999999
4905,Mackay Creek,Creek,-110.005555599999,49.9869443999999
4906,Mackie Creek,Creek,-112.4019444,49.1369443999999
4907,Macklin Lake,Lake,-112.028888899999,49.0472222
4908,Macleod Island,Island,-113.3716667,49.7447222999999
4909,Macleod's Fort (St. Mary's II) Provincial Historic Site (Undeveloped),Provincial Historic Site,-117.366669999999,56.1666669999999
